cluster_id,feature,system,evidence_tier,qualification,literature_direction,cluster_zscore,cluster_direction,p_value,q_value_fdr,stat_significance,effect_size_name,effect_size_val,concordance,limitation_qualification
0,BMXBMI,Body composition,B — indirect,General adult body-size phenotype proxy,Higher,-0.4053223575043392,Lower,1.1470777587877411e-132,6.882466552726447e-132,q < 0.05,Eta-squared (eta^2),0.4675673059689124,Discordant,"Influenced by age, diet, activity; not direct lifelong Prakriti."
0,BMXWAIST,Body composition,B — indirect,Abdominal adiposity proxy,Higher,-0.5021245535698949,Lower,1.8933967427749474e-144,2.272076091329937e-143,q < 0.05,Eta-squared (eta^2),0.49670802760274574,Discordant,"Plausible phenotype proxy, not an established biomarker."
0,Avg_Systolic_BP,Cardiovascular / autonomic,B — indirect,Vascular state,Exploratory / Unspecified,-0.3596252909777811,Lower,2.3233175789237702e-26,3.982830135297892e-26,q < 0.05,Eta-squared (eta^2),0.11525594590394155,Unclear / Insufficient Evidence,Audited literature did not establish clear baseline BP difference across healthy groups.
0,Avg_Diastolic_BP,Cardiovascular / autonomic,B — indirect,Vascular state,Exploratory / Unspecified,-0.303931336384947,Lower,5.0989431801610224e-21,7.198508019050856e-21,q < 0.05,Eta-squared (eta^2),0.09238986586512159,Unclear / Insufficient Evidence,"Medication, age, current health strongly affect measurement."
0,BPXPLS,Cardiovascular / autonomic,B — indirect,Resting pulse rate (pace/movement),Higher,0.09151601852605296,Near cohort reference,1.3188205319512701e-20,1.758427375935027e-20,q < 0.05,Eta-squared (eta^2),0.0905986972932899,Unclear / Insufficient Evidence,"Single examination pulse affected by acute anxiety, caffeine, fitness."
0,LBXTC,Lipid metabolism,"A — direct, male-specific",Male-specific (Kapha males),Higher,-0.07997217000967195,Near cohort reference,0.0007665778591162241,0.0008362667553995172,q < 0.05,Eta-squared (eta^2),0.014772730735240484,Unclear / Insufficient Evidence,Higher baseline TC reported in Kapha males; female differences absent.
0,LBDHDD,Lipid metabolism,"A — direct, male-specific",Male-specific (Kapha males),Lower,0.4800790488274597,Higher,1.0909153772952483e-39,2.9091076727873287e-39,q < 0.05,Eta-squared (eta^2),0.16983285492172465,Discordant,Lower HDL reported in Kapha males; do not generalize as universal.
0,LBXSTR,Lipid metabolism,"A — direct, male-specific",Male-specific (Kapha males),Higher,-0.31518133710037377,Lower,3.106745829568557e-28,6.778354537240488e-28,q < 0.05,Eta-squared (eta^2),0.12314033176347594,Discordant,Higher TG reported in Kapha males; cited sample was young adults.
0,LBXSATSI,Hepatic / biliary,"A — direct, male-specific",Male-specific ALT (Kapha males),Higher,-0.4044764921260624,Lower,1.8091156877908192e-24,2.8945851004653107e-24,q < 0.05,Eta-squared (eta^2),0.10722579964140116,Discordant,Higher ALT reported in Kapha males; retain sex qualification.
0,LBXSAL,Hepatic / biliary,C — weak/speculative,Albumin,Exploratory / Unspecified,-0.26225193159634963,Lower,3.025656671303488e-54,9.076970013910463e-54,q < 0.05,Eta-squared (eta^2),0.22560176205811888,Unclear / Insufficient Evidence,General clinical relevance only.
0,LBXSTP,Hepatic / biliary,C — weak/speculative,Total protein,Exploratory / Unspecified,-0.21310802950357904,Lower,4.48246256603199e-11,5.378955079238387e-11,q < 0.05,Eta-squared (eta^2),0.04823415085075677,Unclear / Insufficient Evidence,No direct association established.
0,LBXSTB,Hepatic / biliary,B — indirect,Total bilirubin (Pitta biliary/pigmentation),Higher,-0.2853818337382208,Lower,5.7762474639082556e-27,1.0663841471830626e-26,q < 0.05,Eta-squared (eta^2),0.11780705474334659,Discordant,Functional alignment; empirical source showed no baseline elevation.
0,LBXSCR,Renal / waste clearance,B — indirect,Creatinine,Exploratory / Unspecified,-0.6283242008752822,Lower,1.3093187330109473e-87,6.284729918452547e-87,q < 0.05,Eta-squared (eta^2),0.33969451110458515,Unclear / Insufficient Evidence,No baseline difference established across groups.
0,LBXSUA,Renal / waste clearance,"A — direct, male-specific",Male-specific (Kapha males),Higher,-0.6889892823197846,Lower,5.448652028784405e-73,2.179460811513762e-72,q < 0.05,Eta-squared (eta^2),0.29193147673158837,Discordant,Higher serum uric acid reported in Kapha males.
0,LBXSBU,Renal / waste clearance,B — indirect,Blood urea nitrogen,Exploratory / Unspecified,-0.3017863862441265,Lower,8.858154633476229e-14,1.1189247958075236e-13,q < 0.05,Eta-squared (eta^2),0.06045021114063645,Unclear / Insufficient Evidence,"Physiologically relevant, no direct baseline association."
0,LBXSCA,Electrolytes / minerals,C — weak/speculative,Calcium,Exploratory / Unspecified,-0.27159089157391997,Lower,1.5732940233312364e-27,3.1465880466624728e-27,q < 0.05,Eta-squared (eta^2),0.12018427117621736,Unclear / Insufficient Evidence,Tightly homeostatically regulated; no established association.
0,LBXSPH,Electrolytes / minerals,"B — indirect, female-specific",Female-specific (Pitta females),Higher,0.12788165847804434,Near cohort reference,8.176917912292797e-05,9.34504904262034e-05,q < 0.05,Eta-squared (eta^2),0.019336761430913483,Unclear / Insufficient Evidence,Higher phosphorus reported in Pitta females; substantial variance.
0,LBXSNASI,Electrolytes / minerals,C — weak/speculative,Sodium,Exploratory / Unspecified,-0.025058469433684474,Near cohort reference,0.07775464452327158,0.07775464452327158,q >= 0.05,Eta-squared (eta^2),0.005285148085368661,Unclear / Insufficient Evidence,Strong homeostatic regulation.
0,LBXSKSI,Electrolytes / minerals,C — weak/speculative,Potassium,Exploratory / Unspecified,-0.14549561299288694,Near cohort reference,0.0012880991262422565,0.0013441034360788765,q < 0.05,Eta-squared (eta^2),0.013711330066809375,Unclear / Insufficient Evidence,Not a Dosha biomarker; tightly regulated.
0,DXDTOBMD,Body composition,C — exploratory,Total body bone mineral density,Exploratory / Unspecified,-0.4635324809143505,Lower,2.2313572569405634e-31,5.355257416657352e-31,q < 0.05,Eta-squared (eta^2),0.13621070057256396,Unclear / Insufficient Evidence,No direct Dosha-specific BMD association established in audited sources.
0,DXDTOPF,Body composition,B — indirect,Percent body fat,Higher,0.44917744934144865,Higher,3.0032734609948796e-138,2.4026187687959037e-137,q < 0.05,Eta-squared (eta^2),0.481577542064912,Concordant,"Measures current adiposity, not constitutional body type."
0,DXDTOLE,Body composition,B — indirect,Lean body mass / muscularity,Higher,-0.8963780660930692,Lower,1.422850422659043e-147,3.4148410143817036e-146,q < 0.05,Eta-squared (eta^2),0.5041634870475991,Discordant,"Useful physiological dimension, no direct numerical Dosha mapping."
