matrix_name,N,n_features,min_cluster_size,min_samples_setting,min_samples_value,n_clusters_found,n_noise_samples,noise_proportion,n_non_noise_samples,non_noise_proportion,cluster_sizes,min_cluster_size_actual,max_cluster_size_actual,min_cluster_proportion_actual,max_cluster_proportion_actual,mean_membership_prob_non_noise,median_membership_prob_non_noise,mean_membership_prob_all,silhouette_non_noise,calinski_harabasz_non_noise,davies_bouldin_non_noise,sklearn_version,runtime_seconds
A_LOG,4482,19,50,default (min_cluster_size),50,0,4482,1.0,0,0.0,{},0,0,0.0,0.0,,,0.0,,,,1.4.1.post1,4.406
A_LOG,4482,19,50,5,5,0,4482,1.0,0,0.0,{},0,0,0.0,0.0,,,0.0,,,,1.4.1.post1,3.867
A_LOG,4482,19,50,15,15,0,4482,1.0,0,0.0,{},0,0,0.0,0.0,,,0.0,,,,1.4.1.post1,5.16
A_LOG,4482,19,100,default (min_cluster_size),100,0,4482,1.0,0,0.0,{},0,0,0.0,0.0,,,0.0,,,,1.4.1.post1,5.631
A_LOG,4482,19,100,5,5,0,4482,1.0,0,0.0,{},0,0,0.0,0.0,,,0.0,,,,1.4.1.post1,4.337
A_LOG,4482,19,100,15,15,0,4482,1.0,0,0.0,{},0,0,0.0,0.0,,,0.0,,,,1.4.1.post1,4.389
A_LOG,4482,19,200,default (min_cluster_size),200,0,4482,1.0,0,0.0,{},0,0,0.0,0.0,,,0.0,,,,1.4.1.post1,6.74
A_LOG,4482,19,200,5,5,0,4482,1.0,0,0.0,{},0,0,0.0,0.0,,,0.0,,,,1.4.1.post1,4.116
A_LOG,4482,19,200,15,15,0,4482,1.0,0,0.0,{},0,0,0.0,0.0,,,0.0,,,,1.4.1.post1,5.289
B_RAW,967,24,10,default (min_cluster_size),10,0,967,1.0,0,0.0,{},0,0,0.0,0.0,,,0.0,,,,1.4.1.post1,0.296
B_RAW,967,24,10,5,5,2,919,0.9504,48,0.0496,"{""0"": 10, ""1"": 38}",10,38,0.0103,0.0393,0.9777,0.9913,0.0485,0.2309,12.93,1.426,1.4.1.post1,0.237
B_RAW,967,24,10,15,15,0,967,1.0,0,0.0,{},0,0,0.0,0.0,,,0.0,,,,1.4.1.post1,0.349
B_RAW,967,24,25,default (min_cluster_size),25,0,967,1.0,0,0.0,{},0,0,0.0,0.0,,,0.0,,,,1.4.1.post1,0.424
B_RAW,967,24,25,5,5,0,967,1.0,0,0.0,{},0,0,0.0,0.0,,,0.0,,,,1.4.1.post1,0.437
B_RAW,967,24,25,15,15,0,967,1.0,0,0.0,{},0,0,0.0,0.0,,,0.0,,,,1.4.1.post1,0.404
B_RAW,967,24,50,default (min_cluster_size),50,0,967,1.0,0,0.0,{},0,0,0.0,0.0,,,0.0,,,,1.4.1.post1,0.411
B_RAW,967,24,50,5,5,0,967,1.0,0,0.0,{},0,0,0.0,0.0,,,0.0,,,,1.4.1.post1,0.268
B_RAW,967,24,50,15,15,0,967,1.0,0,0.0,{},0,0,0.0,0.0,,,0.0,,,,1.4.1.post1,0.332
B_RAW,967,24,100,default (min_cluster_size),100,0,967,1.0,0,0.0,{},0,0,0.0,0.0,,,0.0,,,,1.4.1.post1,0.468
B_RAW,967,24,100,5,5,0,967,1.0,0,0.0,{},0,0,0.0,0.0,,,0.0,,,,1.4.1.post1,0.38
B_RAW,967,24,100,15,15,0,967,1.0,0,0.0,{},0,0,0.0,0.0,,,0.0,,,,1.4.1.post1,0.372
B_LOG,967,24,10,default (min_cluster_size),10,0,967,1.0,0,0.0,{},0,0,0.0,0.0,,,0.0,,,,1.4.1.post1,0.332
B_LOG,967,24,10,5,5,2,904,0.9349,63,0.0651,"{""0"": 18, ""1"": 45}",18,45,0.0186,0.0465,0.9747,0.976,0.0635,0.2259,18.64,1.583,1.4.1.post1,0.316
B_LOG,967,24,10,15,15,0,967,1.0,0,0.0,{},0,0,0.0,0.0,,,0.0,,,,1.4.1.post1,0.296
B_LOG,967,24,25,default (min_cluster_size),25,0,967,1.0,0,0.0,{},0,0,0.0,0.0,,,0.0,,,,1.4.1.post1,0.225
B_LOG,967,24,25,5,5,0,967,1.0,0,0.0,{},0,0,0.0,0.0,,,0.0,,,,1.4.1.post1,0.218
B_LOG,967,24,25,15,15,0,967,1.0,0,0.0,{},0,0,0.0,0.0,,,0.0,,,,1.4.1.post1,0.239
B_LOG,967,24,50,default (min_cluster_size),50,0,967,1.0,0,0.0,{},0,0,0.0,0.0,,,0.0,,,,1.4.1.post1,0.269
B_LOG,967,24,50,5,5,0,967,1.0,0,0.0,{},0,0,0.0,0.0,,,0.0,,,,1.4.1.post1,0.251
B_LOG,967,24,50,15,15,0,967,1.0,0,0.0,{},0,0,0.0,0.0,,,0.0,,,,1.4.1.post1,0.229
B_LOG,967,24,100,default (min_cluster_size),100,0,967,1.0,0,0.0,{},0,0,0.0,0.0,,,0.0,,,,1.4.1.post1,0.284
B_LOG,967,24,100,5,5,0,967,1.0,0,0.0,{},0,0,0.0,0.0,,,0.0,,,,1.4.1.post1,0.218
B_LOG,967,24,100,15,15,0,967,1.0,0,0.0,{},0,0,0.0,0.0,,,0.0,,,,1.4.1.post1,0.214
